fy,edition,page,group,fund,forward,receipts,disbursements,carried,row_ties,document,read_by
2022,FY2022,37,UNCLASSIFIED,Sale of Real Estate Fund,43175.00,,,43175.00,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Arts Lottery Fund,17890.03,7753.68,3680.00,21963.71,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Debris Removal Gift Fund,676.00,,,676.00,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Citizens Relief Fund,200.00,,,200.00,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Mass Trails Grant,-3734.85,,16492.85,-20227.70,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Hollis Road Revolving,49783.79,10200.00,1575.46,58408.33,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,TNC Per Ride Assessment Fund,2361.40,401.50,,2762.90,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Recycling Dividends Program Grant,23803.51,6600.00,435.98,29967.53,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Community Compact - E-Permitting Grant,200.00,,,200.00,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Technology Fee Revolving Fund,0.00,21851.10,21851.10,0.00,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Community Compact - Syber Security Grant,50.00,,,50.00,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Open Space Committee Gift Fund,0.00,10000.00,0.00,10000.00,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2022,FY2022,37,UNCLASSIFIED,Old Primary School Hazardous Abatement,0.00,,49990.00,-49990.00,yes,sources/town-annual-reports/docs/4129-fy-2022-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Regional Assessor Fund,30907.25,,,30907.25,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Conservation Fund,319.59,,,319.59,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Conservation Consultant Revolving,120.50,,,120.50,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Zoning Board Consultant Revolving,10984.46,,,10984.46,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Conservation Gift Fund-Cook Farm,148.00,,,148.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Town Records Gift Fund,252.35,,,252.35,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Scholarship Fund,232.26,,,232.26,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Sewer Gift Fund,387.09,,,387.09,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Insurance Recoveries,4018.03,37616.44,36386.44,5248.03,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Town Hall Chimney Grant,3000.00,,,3000.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,General Government Gift Fund,1110.00,,,1110.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Household Hazardous Waste,768.76,,,768.76,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Town Facilities Use Account,50232.99,9000.00,,59232.99,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Bond Premium Reserved for Capital,3543.11,,,3543.11,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,MIIA Flex Grant,0.00,4170.00,4170.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Continuity of Operations Grant,35000.00,,10000.00,25000.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,GENERAL GOVERNMENT,Financial Trend Monitoring Grant,15000.00,-2500.00,,12500.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,School Lunch,128822.60,304342.81,297768.42,135396.99,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,Title I #305,2833.34,332538.00,344047.53,-8676.19,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,PL 94-142 #240,-8729.79,202771.00,187262.88,6778.33,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,United Way Venture,40.42,,,40.42,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,Recovery for Lost Books,13057.02,,,13057.02,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,Chapter 658 School Athletics,98376.41,91210.48,176.22,189410.67,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,After School Activities,134317.84,64012.03,48239.24,150090.63,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,School Facilities Use,41858.19,10381.27,,52239.46,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,Adult Education,8692.75,,,8692.75,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,Summer School Program,340.00,,,340.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,School Choice,496879.19,199053.00,29028.18,666904.01,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,School Gift Fund,46860.27,30791.40,8450.35,69201.32,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,Greenthumb Revolving,1457.77,123.00,,1580.77,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,Custodian Special Details,3520.55,1057.44,654.69,3923.30,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,Tech Prep Consortium,1450.00,,,1450.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,31,SCHOOL DEPARTMENT,BC/BS Healthy Choices,94.65,,,94.65,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,50/50 Grant Sped Tuitions,482004.00,484579.00,511020.08,455562.92,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Insurance Recoveries - School,1298.66,3260.00,3260.00,1298.66,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Extended Day Revolving Fund,109856.63,106654.81,50325.54,166185.90,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Vending Machine Revolving,1954.71,,,1954.71,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Monbouquette Award,3.81,,,3.81,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Tufts University Heat Grant,113.45,,,113.45,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Underground Storage Tank Grant,1500.00,,,1500.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Hach Scientific Foundation Grant,90.61,,,90.61,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Family Network Gift Fund,2468.64,,,2468.64,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,EECBG Energy Efficiency Grant,298.17,0.06,,298.23,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Regional Dissemination Grant,35.00,,,35.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Early Childhood Grant #262,0.00,12401.00,12401.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Program Improvement Grant #274,43.00,10991.00,12343.80,-1309.80,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Teacher Quality #140,-0.24,30838.00,30810.80,26.96,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Family & Community Grant #237,0.00,45700.00,45700.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Displaced Students - Puerto Rico,10660.63,,,10660.63,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Title IV - Part A #309,2058.69,29042.00,28201.97,2898.72,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,FY21 Sped Program Improvement #298,0.00,1127.00,1127.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Remote Learning Tech #117/118,0.00,55735.00,55735.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Covid Prevention Grant,0.00,67075.00,67075.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,FY21 #117 Evidence Based Learning,0.00,284.00,2847.00,-2563.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,FY21 ESSER #113,0.00,197973.00,197886.50,86.50,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,FY21 School Reopening #102,0.00,377550.00,377528.37,21.63,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Early Grades Literacy #734,-8281.00,8281.00,,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Comprehensive School Health,984.38,10500.00,3555.95,7928.43,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Interface Referral Gift Fund,3295.00,,,3295.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Technology for School Children Gift Fund,0.00,10000.00,,10000.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Primary School Alarm System Earmark,0.00,,25000.00,-25000.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,SCHOOL DEPARTMENT,Safer Schools Grant,50000.00,,50000.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,PUBLIC SAFETY,Insurance Recoveries - Police,4201.05,1488.97,,5690.02,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,PUBLIC SAFETY,Community Policing FY 96,6.55,,,6.55,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,PUBLIC SAFETY,Community Policing FY 97,1.97,,,1.97,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,32,PUBLIC SAFETY,Community Policing FY 98,0.66,,,0.66,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Drug Forfeiture,2470.52,,750.00,1720.52,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,D.A.R.E. Grant FY 97,34.85,,,34.85,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,D.A.R.E. I Grant FY 97,0.25,,,0.25,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Community Policing,2291.12,,,2291.12,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Cops Universal Hiring,1289.84,,,1289.84,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Protective Order Grant Program,135.15,,,135.15,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Walmart Grant - Police Dept.,1000.00,,,1000.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Firefighter PS Equipment Grant,30.00,,,30.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Firefighter Safety Equipment Grant,9.84,,,9.84,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,State 911 Grant - Fire Dept,7.00,,,7.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Police/Fire Special Details,11526.90,175009.61,176810.30,9726.21,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Coastal/Patriot Ambulance Revolving,579.06,71104.52,71104.52,579.06,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Firefighter Equipment Grant - FY05,419.60,,,419.60,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Confined Space Training,1956.77,,,1956.77,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Police NRA Foundation Grant,0.10,,,0.10,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,COPS Secure Our Schools,0.82,,,0.82,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Safe Grant - Fire Department,6786.79,7172.00,3386.56,10572.23,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,GHSB Click It Or Ticket,-105.52,319.36,1772.98,-1559.14,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,K-9 Grant - Stanton Foundation,963.54,,,963.54,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Federal Drug Forfeiture,50835.42,,5916.00,44919.42,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,EMPG Grant,102.03,3500.00,3500.00,102.03,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Public Safety Gift Fund,220.38,,,220.38,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Police Gift Fund,4439.10,,,4439.10,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Firefighter Turnout Gear Grant,0.00,,2057.82,-2057.82,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,HHS Provider Relief Fund,7035.89,,,7035.89,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Municipal Road Safety Grant,0.00,6776.32,6000.00,776.32,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Byrne Justice Assistance Grant,0.00,35354.00,36404.50,-1050.50,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PUBLIC SAFETY,Medication Disposal Grant,1300.00,,,1300.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PARKS & RECREATION,Park User Fees,32462.51,48797.27,14816.00,66443.78,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,PARKS & RECREATION,Park Gift Fund,752.00,,,752.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,HIGHWAY DEPARTMENT,Chapter 90,21760.03,5.16,448482.73,-426717.54,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,33,HIGHWAY DEPARTMENT,DPW Roads Gift Fund,3330.00,,,3330.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,HIGHWAY DEPARTMENT,Highway Insurance Recoveries,795.82,,,795.82,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,HIGHWAY DEPARTMENT,Chapter 204/Acts of 1996,0.11,,,0.11,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,HIGHWAY DEPARTMENT,Small Bridge Program Grant,-63082.61,63082.61,50767.07,-50767.07,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,HIGHWAY DEPARTMENT,Complete Streets Grant,0.00,,1290.00,-1290.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,HIGHWAY DEPARTMENT,State Earmark - DPW Fuel Tanks,142575.00,,142575.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,COUNCIL ON AGING,C.O.A./M.A.R.T. Revolving,-4464.60,24966.46,23165.21,-2663.35,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,COUNCIL ON AGING,C.O.A. Formula Grant,395.49,25272.00,18509.23,7158.26,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,COUNCIL ON AGING,E.O.C.D. Senior Center Grant,1685.71,0.55,,1686.26,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,COUNCIL ON AGING,Venture Grant - Are You OK,24.00,,,24.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,COUNCIL ON AGING,Council on Aging Gift Fund,4575.55,1410.00,1542.58,4442.97,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,COUNCIL ON AGING,COA Program Grant,603.19,2300.00,2267.50,635.69,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,LIBRARY,State Aid-Libraries,20619.79,20624.95,10549.74,30695.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,LIBRARY,Library Gift Fund,20972.54,2600.00,,23572.54,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,LIBRARY,Library Revolving Fund,1807.85,673.16,114.77,2366.24,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,LIBRARY,FY07 Public Libraries Fund,571.17,,,571.17,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,CEMETERIES,Sale of Cemetery Lots,64197.92,23040.79,,87238.71,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,CEMETERIES,North Cemetery Accessibility Grant,0.00,,32000.00,-32000.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,CEMETERIES,Lunenburg Cemetery Gift Fund,721.39,,512.00,209.39,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,Elderly/Disabled Fund,2487.14,,,2487.14,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,Green Communities Grant,895.95,52020.75,39609.13,13307.57,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,Agricultural Commission Grant,911.00,1165.00,675.00,1401.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,Center for Tech & Civic Life Grant,0.00,5000.00,5000.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,MIIA Great Places to Work Grant,0.00,6800.00,6800.00,0.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,Bell Tower Mtc. Fund-Town Hall,2556.37,,,2556.37,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,Historical Comm. Gift Fund,137.36,,,137.36,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,Mass Historical Comm Grant-Town Hall,4150.00,,,4150.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,MWPAT Septic Repair,4079.03,,,4079.03,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,WPAT Septic Receipts Reserved,36490.59,,,36490.59,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,E.O.C.D. Septic I Grant,94056.59,10114.44,,104171.03,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,Water Enterprise Fund,52219.85,39162.31,36838.59,54543.57,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,34,UNCLASSIFIED,Sewer Enterprise Fund,1398822.65,1269129.95,1042471.79,1625480.81,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Sewer Betterment Fund,813243.71,731129.77,804329.90,740043.58,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Public Health Emergency Preparedness,12295.09,,,12295.09,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Storm Water Task Force Revolving,2393.00,911.00,,3304.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Inspector's Revolving Fund,1646.48,47580.42,47548.65,1678.25,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Timber Rights Revolving,25523.12,,,25523.12,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Cares Act Funding - COVID,131992.74,282112.00,264257.25,149847.49,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,FEMA #4496 - COVID Grant,-34094.82,,40816.99,-74911.81,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,ARPA Funds,0.00,614195.58,,614195.58,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Artificial Turf Revolving,51569.44,45000.00,46473.00,50096.44,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,DEP Pay As You Throw Grant,4720.43,,,4720.43,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Recycling Outreach Fund,7275.48,7600.00,1695.57,13179.91,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
2021,FY2021,35,UNCLASSIFIED,Repayments Sewer Hookup,9222.00,,,9222.00,yes,sources/town-annual-reports/docs/4128-fy-2021-annual-town-report.pdf,vision
