dataset,fy,edition,page,panel,group,label,label_missing,kind,row_check,derived_cell,table_family,line_no,columns_as_printed,v1,v2,v3,v4,v5,v6,v7,v8,n_values,ruler_spanned,repaired_cells,unparsed_cells,column_meaning,status,reconciliation
trust_funds,2015,FY2015,39,,LIBRARY FUNDS,,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS | FY-2015 FUND BALANCE RECONCILIATION | FY 2015 FY 2015 FY 2015 FY 2015 FY 2015 EY 2015 FY 2015 FY 2015 FY 2015 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TR,498.00,,,,,,77.69,,2,,0,,,check failed,"v2: 105,407.71 vs 79,636.00 (+25,771.71) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 19,586.83 vs 24,137.69 (-4,550.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 2,425.13 vs -1,481.50 (+3,906.63) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2015,FY2015,39,,LIBRARY FUNDS,JOSEPH HARWOOD STOCK,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS | FY-2015 FUND BALANCE RECONCILIATION | FY 2015 FY 2015 FY 2015 FY 2015 FY 2015 EY 2015 FY 2015 FY 2015 FY 2015 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TR,,,,,498.00,,498.00,,2,,0,,,check failed,"v2: 105,407.71 vs 79,636.00 (+25,771.71) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 19,586.83 vs 24,137.69 (-4,550.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 2,425.13 vs -1,481.50 (+3,906.63) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2015,FY2015,39,,LIBRARY FUNDS,,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS | FY-2015 FUND BALANCE RECONCILIATION | FY 2015 FY 2015 FY 2015 FY 2015 FY 2015 EY 2015 FY 2015 FY 2015 FY 2015 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TR,480.48,,,,480.48,,480.48,,3,,0,,,check failed,"v2: 105,407.71 vs 79,636.00 (+25,771.71) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 19,586.83 vs 24,137.69 (-4,550.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 2,425.13 vs -1,481.50 (+3,906.63) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2015,FY2015,39,,LIBRARY FUNDS,OLD MUTUAL PBHG FUNDS,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS | FY-2015 FUND BALANCE RECONCILIATION | FY 2015 FY 2015 FY 2015 FY 2015 FY 2015 EY 2015 FY 2015 FY 2015 FY 2015 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TR,19164.98,,1185.17,,20350.15,,,,3,,0,,,check failed,"v2: 105,407.71 vs 79,636.00 (+25,771.71) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 19,586.83 vs 24,137.69 (-4,550.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 2,425.13 vs -1,481.50 (+3,906.63) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2015,FY2015,39,,LIBRARY FUNDS,ZONING INCENTIVE STABILIZATION,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS | FY-2015 FUND BALANCE RECONCILIATION | FY 2015 FY 2015 FY 2015 FY 2015 FY 2015 EY 2015 FY 2015 FY 2015 FY 2015 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TR,,,,,,,20350.15,,1,,0,,,check failed,"v2: 105,407.71 vs 79,636.00 (+25,771.71) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 19,586.83 vs 24,137.69 (-4,550.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 2,425.13 vs -1,481.50 (+3,906.63) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2015,FY2015,39,,LIBRARY FUNDS,,,footnote,"printed below the grand total, which ends the table",,,,TOWN OF LUNENBURG | TRUST FUNDS | FY-2015 FUND BALANCE RECONCILIATION | FY 2015 FY 2015 FY 2015 FY 2015 FY 2015 EY 2015 FY 2015 FY 2015 FY 2015 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TR,,,341.05,,227542.95,,227542.95,,3,,0,,,check failed,"v2: 105,407.71 vs 79,636.00 (+25,771.71) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v3: 19,586.83 vs 24,137.69 (-4,550.86) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages] ; v4: 2,425.13 vs -1,481.50 (+3,906.63) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CEMETERY FUNDS,PERPETUAL CARE BEQUEST,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,181702.91,,2800.00,2215.64,0.00,-2702.66,,4835.31,7,,0,"$1, 135.04 | $185, 150.93",,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CEMETERY FUNDS,C. ALLEN HEADSTONE,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,100.00,346.40,0.00,5.03,0.00,-100.00,5351.43,59.18,9,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CEMETERY FUNDS,SALE OF CEMETERY LOTS,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,168057.37,28278.89,11400.00,,0.00,-25000.00,,4834.41,7,,0,"$2, 380.33 | $185, 116.59",,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CEMETERY FUNDS,SUBTOTALS,,subtotal,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,349860.28,,14200.00,4601.00,0.00,-527802.66,,59678.90,7,,0,"$29, 760.33 | $370, 618.95",,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CONSERVATION FUNDS,CONSERVATION LAND PURCHASE,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,21650.00,30782.43,0.00,633.62,0.00,0.00,53066.05,1385.85,9,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CONSERVATION FUNDS,R. BURTON CONSERVATION,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,501.48,1258.10,0.00,21.29,0.00,0.00,1780.87,46.51,9,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CONSERVATION FUNDS,H. BENJAMIN CONSERVATION,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,232.72,,0.00,13.54,0.00,0.00,,29.59,6,,1,"5886. 69 | $1, 132.95 | $1, 162.54",,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CONSERVATION FUNDS,G. HUBBARD CONSERVATION,,subtotal,"subtotal: equals the 2 subtotals above it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,161.70,779.09,0.00,11.37,0.00,0.00,952.16,24.87,9,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CONSERVATION FUNDS,I. KIMBALL CONSERVATION,,subtotal,"subtotal: equals the 2 subtotals above it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,90.85,391.21,0.00,5.81,0.00,0.00,487.87,12.74,9,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,CONSERVATION FUNDS,SUBTOTALS,,subtotal,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,22636.75,34097.52,0.00,5685.63,0.00,0.00,,1499.56,8,,0,"$57, 419.90",,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,CHARLES DICKERSON UBRARY,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,3000.00,1479.64,0.00,54.11,0.00,0.00,4533.75,118.40,9,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,CATHERINE WATSON UBRARY,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,2000.00,5987.85,0.00,36.12,0.00,0.00,3023.97,78.97,9,,2,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,FRANCIS CALDWELL UBRARY,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,0.00,248.30,0.00,9.03,0.00,0.00,757.33,19.78,9,,1,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,SUSAN DICKINSON LIBRARY B,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,0.00,34.17,0.00,56.45,0.00,0.00,540.62,14.12,9,,1,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,EMMA DIMOND LIBRARY BOOKS,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,300.00,148.55,0.00,5.43,0.00,0.00,453.98,11.86,9,,2,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,AUGUST TAYLORLIBRARY BOOKS,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,300.00,148.41,0.00,5.43,0.00,0.00,453.84,11.85,9,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,STEPHEN STICKNEY UBRARY,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,2000.00,5995.83,0.00,36.21,0.00,0.00,3032.04,79.18,9,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,LIZZIE TAYLOR UBRARY BOOKS,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,300.00,20.48,0.00,3.87,0.00,0.00,324.35,8.47,9,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,EBENEZER BAILEY LIBRARY,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,0.00,319.44,0.00,9.90,0.00,0.00,829.34,21.66,9,,1,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,LUCY GOODRICH LIBRARY,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,1000.00,634.07,0.00,19.73,0.00,0.00,1653.80,43.19,9,,1,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,SUSAN HOWARD LIBRARY,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,0.00,319.93,0.00,9.90,0.00,0.00,5829.83,21.67,9,,1,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,ADIN& MAY ESTABROOK UBRARY,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,200.00,126.29,0.00,3.96,0.00,0.00,330.25,8.62,9,,1,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,IRVIN & HAZEL KIMBALL UBRARY,,subtotal,"subtotal: equals the 2 subtotals above it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,4000.00,55.96,0.00,549.01,0.00,0.00,,107.20,8,,0,"54, 104.97",,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,ANNIE & ARTHUR BILLINGS CULTURAL,,subtotal,"subtotal: equals the 2 subtotals above it, in 3 of its columns",,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,,3637.11,0.00,272.30,0.00,0.00,22805.42,595.57,7,,0,"TR     $18,896.01 | $23, 400.99",,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,40,,LIBRARY FUNDS,SUBTOTALS,,subtotal,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,33996.01,,0.00,521.45,0.00,0.00,543673.49,1140.54,8,,0,"$9, 156.03",,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,41,,LIBRARY FUNDS,CHESTER MOSSMAN TEEN CENTER,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,1237.25,0.00,,,,,,,2,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,41,,LIBRARY FUNDS,GEORGE WAKEFIELD SCHOLARSHIP,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,210.48,0.00,,,,,,,2,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,41,,LIBRARY FUNDS,MABEL ALLEN SCHOOL PRIZE,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,133.43,0.00,,,,,,,2,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,41,,LIBRARY FUNDS,JOSEPH HARWOOD SCHOOL,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,16.77,0.00,,,,,,,2,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,41,,LIBRARY FUNDS,LUNENBURG ATHLETIC BOOSTER,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,19673.84,-1559.36,,,,,,,2,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,41,,LIBRARY FUNDS,TIMOTHY J STANLEY SCHOLARSHIP,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,3251.67,-926.42,,,,,,,2,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,41,,LIBRARY FUNDS,RYAN BUSQUE SCHOLARSHIP,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,9145.00,0.00,,,,,,,2,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,41,,LIBRARY FUNDS,PHILIP CROUSE,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,66.69,0.00,,,,,,,2,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
trust_funds,2016,FY2016,41,,LIBRARY FUNDS,DORA HAVEN COWDRY SCHOLARSHIP,,row,,,,,EY 2016 EY 2016 EY 2016 EY 2016 EY 2016 EX 2016 EX 2016 EX 2016 EY 2016 | ACCOUNT BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | NUMBER FUND NAME PRINCIPAL EARNI,359426.21,0.00,,,,,,,2,,0,,,check failed,"v2: 24,354.23 vs -54,271.06 (+78,625.29) [v-numbers are ORDINALS, not columns: this table family has no column model, so the same v-number is a different printed column on different pages]"
